fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	neg_bagging_fraction	estimulos	ganancia	iteracion_bayesiana
20231126 200448	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.074176991783982	0.275483414182078	556	46428	0.568327141850148	13416	153219274.362819	57
20231126 200938	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	134	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.210148728194719	0.931230573985892	402	46932	0.717937748565124	11759	160445880.55972	58
20231126 201541	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	410	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.18916112568097	0.100878444661105	243	48522	0.522392401082603	12117	157565847.576212	59
20231126 201920	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	50	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.110879110423641	0.09826032931846	379	45556	0.397176627733217	12247	156149160.91954	60
20231126 202938	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	442	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0894952319014414	0.275013984378512	64	34331	0.557055797513186	10638	162187033.483258	61
20231126 203610	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	73	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0517235253970675	0.275344889965547	91	35406	0.42427323469524	15307	151546652.173913	62
20231126 204424	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	172	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0230555494362661	0.251753909489283	506	41763	0.344121018640006	13143	153998520.23988	63
20231126 204847	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	23	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.116916029698535	0.842149958396247	946	29121	0.438942173319501	11786	152685406.296852	64
20231126 205428	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	188	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.179094049253697	0.167192028237801	367	27786	0.879872440722019	12061	155473949.525237	65
20231126 210720	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	387	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.123301094519353	0.456289782313072	679	21818	0.741733828098675	12975	160239007.996002	66
20231126 211551	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	388	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.164708562681875	0.698954283145645	886	18853	0.231547108827871	10620	153755892.053973	67
20231126 212914	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1499	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.127813970846763	0.0842310673795901	236	48395	0.307726484561974	10228	155658212.893553	68
20231126 213424	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	42	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0592312972190952	0.911693347542453	814	24556	0.0989179582589458	15055	155233570.714643	69
20231126 214720	1370	2240231	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	865	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0668671402966988	0.158069584508774	366	341	0.828476732748575	13414	150439431.284358	70
