fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231123 081327	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	99	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0381900347697938	0.359391210153583	946	28720	13288	152324589.705147	54
20231123 082120	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	102	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.1587123708641	0.845465379132896	587	7467	12988	149288457.771114	55
20231123 082903	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	301	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.133789128444971	0.775156889670203	970	36518	12502	151665050.474763	56
20231123 083819	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	540	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.02950840290236	0.0798015098139001	705	21958	14227	154951849.575212	57
20231123 084621	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	76	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0458339530687272	0.264357345296058	833	11424	12892	151724835.582209	58
20231123 085249	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	196	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0517491919196848	0.116169419019484	473	25162	13083	152226376.311844	59
20231123 085905	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	273	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0588958124209315	0.0819119207995452	442	23931	12172	152942646.676662	60
20231123 091035	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	221	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.133785958553804	0.561151323894111	979	33027	10496	153844761.61919	61
20231123 092139	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	644	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.103594109043501	0.14976141831803	656	41545	11934	152803829.085457	62
20231123 092757	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	134	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.173555787065254	0.938922517112341	359	27975	11077	152911494.752624	63
20231123 093501	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	261	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.207694696701983	0.147708092905077	721	33116	14911	153157792.603698	64
20231123 094253	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	25	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.174731334811942	0.55675498577885	467	40429	14833	139419034.982509	65
20231123 095834	458	3472487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	580	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106721	0.0526558255666708	0.333911298758818	1004	20053	10627	157566722.138931	66
